Lab_No,Sex,Age,Town,Range,Section,Tag_Date,TB+
B-1747,male,1.5,31N,06E,29,1996-11-19,Neg
B-1748,male,1.5,30N,05E,8,1996-11-16,Neg
B-1782,female,6.5,30N,06E,10,1996-11-19,Neg
B-1756,female,1.5,27N,05E,2,11/  /96,Neg
B-1823,male,2.5,30N,04E,19,1996-11-02,Neg
B-1758,male,1.5,30N,07E,5,1996-11-15,Neg
B-176,male,3.5,28N,05E,20,1996-10-14,Neg
B-1762,male,2.5,29N,05E,35,1996-11-16,Neg
B-1763,female,11.5,28N,06E,19,1996-11-16,Neg
B-1764,female,2.5,31N,05E,30,1996-11-19,Neg
B-1768,female,4.5,27N,05E,2,1996-11-19,Neg
B-1769,male,1.5,30N,06E,9,1996-11-15,Neg
B-1770,male,2.5,29N,05E,35,1996-11-15,Neg
B-1777,male,1.5,29N,06E,2,1996-11-15,Neg
B-1751,male,1.5,30N,07E,33,1996-11-18,Neg
B-1881,male,1.5,30N,06E,16,1996-11-15,Neg
B-1870,male,2.5,30N,04E,8,1996-11-19,Neg
B-1871,male,1.5,29N,05E,17,1996-11-15,Neg
B-1872,male,1.5,29N,05E,17,1996-11-18,Neg
B-1873,male,2.5,29N,05E,17,1996-11-15,Neg
B-1874,male,1.5,29N,05E,17,1996-11-18,Neg
B-1875,male,2.5,29N,05E,17,1996-11-17,Neg
B-1876,female,10.5,27N,05E,5,11/  /96,Neg
B-1879,male,1.5,27N,05E,11,1996-11-18,Neg
B-1821,male,2.5,30N,04E,19,1996-11-09,Neg
B-1880,male,2.5,30N,05E,4,1996-11-18,Neg
B-1865,male,1.5,29N,05E,36,1996-11-17,Neg
B-1883,male,1.5,28N,05E,32,1996-11-19,Neg
B-1884,female,10.5,28N,06E,10,1996-11-15,Neg
B-1887,male,1.5,28N,07E,32,1996-11-16,Neg
B-1888,male,1.5,28N,07E,5,1996-11-18,Neg
B-189,male,0.5,29N,06E,5,1996-10-12,Neg
B-1890,male,1.5,29N,06E,17,1996-11-19,Neg
B-2180,male,2.5,28N,05E,1,1996-11-15,Neg
B-1893,female,3.5,28N,06E,3,1996-11-19,Neg
B-2172,male,1.5,27N,04E,5,1996-11-15,Neg
B-188,female,2.5,27N,05E,14,1996-10-04,Neg
B-1841,male,3.5,29N,05E,29,1996-11-16,Neg
B-1728,male,2.5,29N,04E,16,1996-11-17,Neg
B-1824,male,1.5,30N,06E,9,1996-11-15,Neg
B-1825,male,1.5,30N,06E,3,1996-11-15,Neg
B-183,male,1.5,31N,04E,36,1996-10-16,Neg
B-1832,male,1.5,27N,03E,13,1996-11-15,Neg
B-1833,male,1.5,29N,06E,15,1996-11-15,Neg
B-1834,male,2.5,27N,04E,13,1996-11-17,Neg
B-1835,male,2.5,27N,04E,13,1996-11-15,Neg
B-1837,male,3.5,29N,06E,15,1996-11-16,Neg
B-187,male,1.5,30N,05E,23,1996-10-15,Neg
B-1840,male,4.5,29N,05E,29,1996-11-16,Neg
B-1869,male,1.5,28N,05E,21,1996-11-15,Neg
B-1842,male,1.5,30N,05E,18,1996-11-16,Neg
B-1843,male,3.5,29N,05E,29,1996-11-16,Neg
B-1845,female,3.5,29N,06E,15,1996-11-16,Neg
B-1846,male,1.5,30N,07E,32,1996-11-15,Neg
B-1849,female,3.5,26N,06E,9,1996-11-15,Neg
B-1852,male,1.5,30N,04E,8,1996-11-15,Neg
B-1861,male,1.5,28N,05E,18,1996-11-15,Neg
B-1862,female,2.5,28N,07E,7,1996-11-15,Neg
B-1822,female,1.5,30N,05E,15,11/  /96,Neg
B-1838,male,1.5,29N,06E,15,1996-11-16,Neg
B-1630,male,2.5,30N,04E,2,11/  /96,Neg
B-161,male,3.5,27N,06E,8,1996-10-14,Neg
B-1610,male,1.5,26N,07E,4,1996-11-19,Neg
B-1611,female,4.5,30N,03E,24,1996-11-18,Neg
B-1615,male,1.5,30N,04E,20,11/  /96,Neg
B-1618,male,1.5,30N,04E,20,1996-11-15,Neg
B-162,male,3.5,28N,07E,20,1996-10-11,Neg
B-1620,male,1.5,29N,05E,35,1996-11-15,Neg
B-1627,male,1.5,27N,07E,11,1996-11-19,Neg
B-1647,male,1.5,27N,06E,11,11/  /96,Neg
B-163,female,1.5,28N,06E,17,1996-10-12,Neg
B-1600,male,1.5,27N,04E,1,11/  /96,Neg
B-1631,male,2.5,29N,05E,27,1996-11-15,Neg
B-1632,male,2.5,27N,06E,8,1996-11-16,Neg
B-1634,female,3.5,29N,07E,29,1996-11-18,Neg
B-1636,male,1.5,29N,06E,12,1996-11-17,Neg
B-1638,male,1.5,30N,06E,9,1996-11-15,Neg
B-1639,male,1.5,30N,06E,24,1996-11-15,Neg
B-164,male,1.5,30N,06E,7,1996-10-10,Neg
B-1644,female,2.5,29N,04E,3,11/  /96,Neg
B-1730,male,1.5,31N,05E,28,1996-11-17,Neg
B-1628,male,2.5,30N,06E,35,1996-11-15,Neg
B-1582,male,1.5,27N,07E,11,11/  /96,Neg
B-1563,male,1.5,31N,06E,32,1996-11-15,Neg
B-1564,female,3.5,30N,07E,32,1996-11-16,Neg
B-1566,male,3.5,30N,07E,32,1996-11-16,Neg
B-1567,female,4.5,28N,06E,33,1996-11-17,Neg
B-157,female,1.5,30N,05E,18,1996-10-10,Neg
B-1571,male,1.5,29N,06E,1,1996-11-15,Neg
B-1572,male,1.5,28N,04E,29,11/  /96,Neg
B-1573,female,3.5,28N,06E,23,1996-11-15,Neg
B-1574,male,1.5,27N,04E,15,1996-11-15,Neg
B-1606,male,2.5,30N,04E,33,1996-11-15,Neg
B-1581,female,4.5,29N,04E,30,1996-11-18,Neg
B-1602,male,2.5,28N,04E,29,11/  /96,Neg
B-1583,male,1.5,28N,06E,22,1996-11-17,Neg
B-1584,male,2.5,30N,04E,19,1996-11-15,Neg
B-1585,male,1.5,30N,06E,33,1996-11-17,Neg
B-1588,male,1.5,29N,04E,36,1996-11-16,Neg
B-159,female,1.5,29N,06E,33,1996-10-14,Neg
B-1590,female,2.5,29N,05E,16,1996-11-17,Neg
B-1596,male,1.5,27N,04E,6,11/  /96,Neg
B-160,female,5.5,28N,06E,22,1996-10-14,Neg
B-1648,male,1.5,27N,06E,11,11/  /96,Neg
B-1576,male,1.5,29N,05E,32,1996-11-15,Neg
B-1708,male,1.5,31N,05E,28,1996-11-20,Neg
B-1692,male,1.5,30N,06E,28,1996-11-15,Neg
B-1693,female,7.5,30N,05E,9,1996-11-19,Neg
B-1694,female,5.5,30N,05E,9,1996-11-17,Neg
B-1698,male,1.5,30N,06E,28,1996-11-16,Neg
B-170,male,1.5,31N,06E,26,1996-10-15,Neg
B-1703,male,1.5,30N,07E,33,1996-11-20,Neg
B-1704,male,1.5,28N,05E,20,1996-11-16,Neg
B-1705,male,1.5,29N,03E,13,1996-11-16,Neg
B-1645,male,1.5,29N,05E,31,1996-10-31,Neg
B-1707,male,2.5,30N,05E,22,1996-11-15,Neg
B-1680,male,1.5,30N,06E,9,1996-11-15,Neg
B-1710,female,3.5,30N,07E,5,1996-11-17,Neg
B-1715,male,1.5,27N,07E,20,1996-11-17,Neg
B-1717,female,1.5,30N,06E,3,1996-11-15,Neg
B-172,male,0.5,30N,03E,24,1996-10-11,Neg
B-1723,male,1.5,28N,06E,5,1996-11-15,Neg
B-1724,male,2.5,28N,07E,22,1996-11-18,Neg
B-1725,male,1.5,28N,07E,11,1996-11-17,Neg
B-1727,male,2.5,28N,06E,11,1996-11-17,Neg
B-1894,male,1.5,29N,04E,8,11/  /96,Neg
B-1706,male,2.5,27N,08E,6,1996-11-19,Neg
B-1669,male,2.5,29N,04E,16,1996-11-16,Neg
B-1649,female,3.5,26N,06E,9,1996-11-15,Neg
B-165,male,1.5,30N,06E,7,1996-10-10,Neg
B-1650,male,3.5,27N,06E,11,11/  /96,Neg
B-1652,male,2.5,26N,07E,9,1996-11-17,Neg
B-1653,female,4.5,29N,07E,7,1996-11-15,Neg
B-1655,male,1.5,29N,06E,11,1996-11-15,Neg
B-166,male,1.5,31N,06E,26,1996-10-03,Neg
B-1663,male,1.5,27N,06E,20,1996-11-15,Neg
B-1666,female,2.5,29N,05E,34,1996-11-19,Neg
B-1690,female,6.5,30N,04E,20,11/  /96,Neg
B-1668,male,3.5,27N,07E,7,1996-11-15,Neg
B-1681,male,2.5,30N,06E,29,1996-11-16,Neg
B-167,female,3.5,29N,06E,25,1996-10-05,Neg
B-1670,male,1.5,30N,06E,9,1996-11-15,Neg
B-1673,male,2.5,31N,05E,36,1996-11-20,Neg
B-1674,female,3.5,31N,06E,36,1996-11-17,Neg
B-1676,male,3.5,28N,07E,11,1996-11-15,Neg
B-1678,male,1.5,30N,04E,8,1996-11-20,Neg
B-1679,male,2.5,30N,06E,28,1996-11-16,Neg
B-168,female,1.5,31N,05E,30,1996-10-02,Neg
B-1729,male,1.5,28N,07E,5,1996-11-17,Neg
B-1667,male,1.5,30N,06E,9,1996-11-15,Neg
B-2121,female,3.5,30N,04E,17,1996-11-18,Neg
B-2105,male,3.5,30N,04E,27,1996-11-15,Neg
B-2106,male,2.5,30N,06E,2,1996-11-16,Neg
B-2107,male,3.5,27N,05E,11,1996-11-15,Neg
B-2109,male,2.5,27N,07E,18,1996-11-17,Neg
B-2110,male,3.5,30N,07E,19,1996-11-17,Neg
B-2111,male,3.5,30N,05E,23,1996-11-16,Neg
B-2113,female,2.5,27N,06E,12,1996-11-16,Neg
B-2115,male,2.5,29N,05E,3,1996-11-17,Neg
B-2465,female,10.5,29N,06E,17,1996-11-16,Neg
B-2117,female,0.5,29N,06E,10,1996-11-16,Neg
B-2102,male,1.5,30N,05E,4,1996-11-20,Neg
B-2122,male,2.5,28N,04E,15,1996-11-21,Neg
B-2123,male,1.5,27N,06E,12,1996-11-15,Neg
B-2124,male,1.5,30N,06E,2,1996-11-15,Neg
B-2125,male,1.5,29N,07E,32,11/  /96,Neg
B-2128,male,1.5,27N,07E,18,1996-11-15,Neg
B-213,female,3.5,31N,06E,36,1996-10-16,Neg
B-2132,male,1.5,30N,06E,35,1996-11-15,Neg
B-2133,female,2.5,28N,04E,14,1996-11-21,Neg
B-2062,male,1.5,30N,05E,12,1996-11-15,Neg
B-2116,female,3.5,31N,06E,25,1996-11-17,Neg
B-2089,male,1.5,28N,06E,12,1996-11-15,Neg
B-1896,female,4.5,29N,05E,34,1996-11-18,Neg
B-2069,male,3.5,28N,07E,29,1996-11-19,Neg
B-1892,female,2.5,30N,05E,15,1996-11-18,Neg
B-2071,male,0.5,28N,07E,31,1996-11-20,Neg
B-2072,female,1.5,27N,07E,7,1996-11-20,Neg
B-2073,male,1.5,28N,08E,19,1996-11-18,Neg
B-2074,male,1.5,28N,08E,19,1996-11-18,Neg
B-2078,male,1.5,28N,08E,19,1996-11-18,Neg
B-2082,male,2.5,29N,07E,29,1996-11-15,Neg
B-2104,male,1.5,29N,05E,15,1996-11-17,Neg
B-2087,male,1.5,29N,06E,30,1996-11-18,Neg
B-2103,male,2.5,29N,04E,29,1996-11-15,Neg
B-2092,female,1.5,29N,06E,5,1996-11-20,Neg
B-2093,male,2.5,27N,07E,18,1996-11-17,Neg
B-2094,male,1.5,30N,04E,27,1996-11-18,Neg
B-2095,male,1.5,30N,05E,5,1996-11-18,Neg
B-2096,male,3.5,27N,07E,17,1996-11-19,Neg
B-2099,female,1.5,29N,05E,3,1996-11-16,Neg
B-21,male,0.5,31N,05E,30,1996-10-02,Neg
B-2101,male,3.5,29N,05E,3,1996-11-15,Neg
B-2468,female,5.5,28N,05E,12,1996-11-22,Neg
B-2084,male,1.5,28N,05E,3,1996-11-15,Neg
B-2151,male,1.5,30N,03E,24,1996-11-20,Neg
B-2501,male,3.5,30N,07E,5,1996-11-22,Neg
B-2137,male,1.5,27N,04E,5,1996-11-21,Neg
B-2138,female,1.5,29N,06E,23,11/  /96,Neg
B-214,male,1.5,27N,04E,5,1996-10-06,Neg
B-2141,female,1.5,28N,04E,15,1996-10-22,Neg
B-2144,male,1.5,29N,06E,5,1996-11-19,Neg
B-2145,male,1.5,27N,07E,18,1996-11-16,Neg
B-2146,male,2.5,28N,06E,9,1996-11-18,Neg
B-2464,male,1.5,30N,06E,31,1996-11-23,Neg
B-2149,male,1.5,28N,03E,25,1996-11-22,Neg
B-2497,male,1.5,27N,07E,11,1996-11-15,Neg
B-2154,male,2.5,30N,06E,15,1996-11-18,Neg
B-2156,male,1.5,29N,06E,30,1996-11-19,Neg
B-2157,male,2.5,29N,05E,34,1996-11-15,Neg
B-2158,female,3.5,29N,05E,34,1996-11-21,Neg
B-2162,male,2.5,29N,04E,17,1996-11-15,Neg
B-2168,male,0.5,30N,06E,25,1996-11-19,Neg
B-2169,male,2.5,30N,05E,4,1996-11-20,Neg
B-2170,female,3.5,29N,05E,15,1996-11-18,Neg
B-2171,male,1.5,28N,06E,5,1996-11-22,Neg
B-2147,female,5.5,28N,03E,36,1996-11-18,Neg
B-2483,male,1.5,27N,07E,14,1996-11-16,Neg
B-2469,female,3.5,29N,05E,27,1996-11-23,Neg
B-247,male,2.5,29N,05E,25,1996-10-23,Neg
B-2471,male,2.5,28N,04E,2,1996-11-16,Neg
B-2473,male,2.5,29N,05E,28,1996-11-17,Neg
B-2475,female,4.5,28N,05E,13,1996-11-23,Neg
B-2476,male,1.5,27N,07E,14,1996-11-15,Neg
B-2477,female,2.5,28N,05E,12,1996-11-22,Neg
B-2478,male,1.5,30N,05E,22,1996-11-19,Neg
B-2479,male,1.5,30N,06E,12,1996-11-16,Neg
B-250,male,1.5,30N,06E,10,1996-10-21,Neg
B-2481,female,3.5,30N,06E,12,1996-11-22,Neg
B-2498,female,2.5,28N,06E,29,1996-11-24,Neg
B-2485,male,1.5,30N,05E,36,1996-11-15,Neg
B-2487,female,3.5,28N,04E,4,1996-11-23,Neg
B-2488,male,2.5,29N,05E,13,1996-11-21,Neg
B-2490,female,3.5,29N,06E,6,1996-11-23,Neg
B-2491,female,6.5,28N,06E,12,1996-11-25,Neg
B-2493,male,1.5,29N,05E,22,1996-11-24,Neg
B-2495,male,1.5,31N,05E,31,1996-11-15,Neg
B-2496,male,3.5,28N,05E,12,1996-11-24,Neg
B-2064,male,2.5,27N,06E,Q,1996-11-18,Neg
B-2480,female,4.5,30N,06E,24,1996-11-23,Neg
B-1953,male,1.5,30N,06E,15,1996-11-20,Neg
B-1973,male,1.5,29N,06E,12,1996-11-15,Neg
B-1933,male,1.5,27N,07E,20,1996-11-15,Neg
B-1934,male,1.5,30N,07E,19,1996-11-18,Neg
B-1936,male,1.5,27N,05E,10,1996-11-15,Neg
B-194,female,1.5,28N,04E,33,1996-10-14,Neg
B-1944,female,3.5,29N,04E,9,1996-11-18,Neg
B-1945,male,2.5,26N,07E,12,1996-11-15,Neg
B-1946,female,1.5,28N,06E,13,1996-11-15,Neg
B-1928,male,2.5,29N,05E,22,1996-11-20,Neg
B-1952,male,1.5,30N,07E,19,1996-11-18,Neg
B-1925,male,1.5,30N,07E,19,1996-11-16,Neg
B-1954,male,1.5,29N,04E,9,1996-11-15,Neg
B-1956,male,3.5,28N,07E,32,1996-11-16,Neg
B-1957,male,1.5,27N,04E,21,1996-11-15,Neg
B-196,male,1.5,30N,06E,23,1996-10-15,Neg
B-1960,female,2.5,30N,05E,14,1996-11-20,Neg
B-1961,male,1.5,30N,05E,9,1996-11-15,Neg
B-2070,male,2.5,31N,06E,36,1996-11-16,Neg
B-1969,male,1.5,27N,05E,10,1996-11-15,Neg
B-2061,male,1.5,26N,07E,7,1996-11-15,Neg
B-1947,female,1.5,30N,06E,15,1996-11-17,Neg
B-1911,male,1.5,28N,07E,5,1996-11-16,Neg
B-1898,male,4.5,29N,05E,22,1996-11-15,Neg
B-19,female,1.5,28N,05E,31,1996-10-05,Neg
B-190,male,1.5,30N,06E,23,1996-10-15,Neg
B-1901,male,1.5,30N,06E,15,1996-11-15,Neg
B-1902,male,1.5,28N,05E,22,1996-11-19,Neg
B-1903,male,1.5,29N,06E,12,1996-11-15,Neg
B-1906,male,2.5,27N,05E,10,1996-11-15,Neg
B-1908,female,2.5,30N,06E,33,1996-11-15,Neg
B-1931,male,2.5,30N,06E,15,1996-11-15,Neg
B-1910,male,2.5,28N,07E,32,1996-11-16,Neg
B-1970,male,2.5,28N,07E,13,1996-11-15,Neg
B-1912,female,5.5,30N,04e,8,1996-11-20,Neg
B-1914,male,2.5,27N,05E,10,1996-11-15,Neg
B-1917,male,2.5,27N,06E,31,1996-11-16,Neg
B-1918,male,1.5,30N,06E,33,1996-11-19,Neg
B-1919,male,2.5,27N,07E,11,11/  /96,Neg
B-192,female,1.5,28N,04E,20,1996-10-15,Neg
B-1920,female,6.5,29N,07E,30,1996-11-19,Neg
B-1921,male,1.5,27N,04E,10,1996-11-15,Neg
B-1924,female,2.5,28N,06E,32,1996-11-16,Neg
B-1909,male,3.5,30N,05E,9,1996-11-15,Neg
B-2034,female,4.5,28N,03E,14,1996-11-16,Neg
B-2016,male,3.5,30N,06E,33,1996-11-15,Neg
B-1976,female,3.5,28N,06E,10,1996-11-19,Neg
B-2053,female,3.5,31N,06E,30,1996-11-20,Neg
B-1967,male,1.5,28N,05E,30,1996-11-16,Neg
B-2018,male,1.5,29N,03E,25,1996-11-16,Neg
B-202,female,1.5,28N,03E,24,1996-10-06,Neg
B-2020,male,2.5,26N,07E,11,1996-11-17,Neg
B-2024,female,2.5,29N,05E,35,1996-11-18,Neg
B-2047,female,6.5,27N,06E,13,1996-11-18,Neg
B-2030,female,1.5,29N,06E,12,1996-11-17,Neg
B-2057,male,1.5,29N,07E,33,1996-11-15,Neg
B-2051,female,0.5,29N,05E,36,1996-11-15,Neg
B-2036,female,4.5,28N,03E,14,1996-11-15,Neg
B-2039,male,1.5,27N,07E,20,1996-11-15,Neg
B-2042,female,1.5,30N,06E,21,1996-11-15,Neg
B-2043,female,1.5,29N,06E,29,1996-11-16,Neg
B-205,female,2.5,30N,04E,23,1996-10-20,Neg
B-2046,female,2.5,27N,05E,5,11/  /96,Neg
B-2049,female,1.5,30N,05E,12,1996-11-16,Neg
B-203,male,1.5,28N,07E,6,1996-10-04,Neg
B-1997,male,2.5,29N,04E,36,11/  /96,Neg
B-1978,male,2.5,30N,06E,24,1996-11-15,Neg
B-1979,female,8.5,30N,05E,12,1996-11-19,Neg
B-1986,male,1.5,28N,06E,19,1996-11-17,Neg
B-1987,male,2.5,29N,07E,17,1996-11-15,Neg
B-199,male,3.5,27N,07E,3,1996-10-03,Neg
B-1991,male,1.5,29N,05E,35,1996-11-16,Neg
B-1992,male,2.5,29N,05E,35,1996-11-19,Neg
B-1993,male,2.5,28N,06E,19,1996-11-16,Neg
B-2054,female,3.5,28N,07E,31,1996-11-20,Neg
B-1996,male,1.5,27N,08E,6,1996-11-20,Neg
B-2013,male,1.5,26N,07E,5,1996-11-20,Neg
B-2059,female,1.5,29N,05E,36,1996-11-16,Neg
B-200,female,2.5,27N,07E,3,1996-10-02,Neg
B-2003,female,2.5,28N,05E,16,1996-11-17,Neg
B-2005,male,1.5,28N,06E,19,1996-11-16,Neg
B-2007,male,0.5,27N,07E,20,1996-11-19,Neg
B-2008,female,3.5,30N,06E,31,1996-11-18,Neg
B-2010,male,1.5,27N,07E,20,1996-11-16,Neg
B-2012,female,1.5,27N,04E,7,1996-11-16,Neg
B-2017,male,3.5,28N,06E,27,1996-11-15,Neg
B-1995,female,5.5,30N,06E,15,1996-11-20,Neg
F-2707,male,1.5,30N,06E,6,1997-11-28,Neg
F-2701,male,1.5,30N,04E,34,1997-11-25,Neg
F-2702,male,1.5,31N,06E,21,1997-11-16,Neg
F-2709,female,1.5,31N,06E,24,1997-11-19,Neg
F-2710,male,1.5,30N,04E,17,1997-11-15,Neg
F-2727,female,3.5,29N,05E,17,1997-11-19,Neg
F-2711,male,1.5,29N,05E,5,1997-11-21,Neg
F-2713,female,3.5,27N,04E,20,1997-11-23,Neg
F-2690,female,2.5,29N,04E,11,1997-11-24,Neg
F-2733,female,2.5,30N,06E,7,1997-11-18,Neg
F-2748,male,2.5,29N,05E,31,1997-11-25,Neg
F-2746,male,2.5,29N,04E,23,1997-11-18,Neg
F-2744,female,4.5,27N,04E,20,1997-11-20,Neg
F-2741,female,3.5,30N,05E,8,1997-11-26,Neg
F-2737,male,2.5,30N,04E,28,1997-11-15,Neg
F-2721,male,2.5,29N,04E,17,1997-11-23,Neg
F-2734,male,3.5,29N,04E,35,1997-11-15,Neg
F-2715,male,3.5,29N,06E,22,1997-11-15,Neg
F-2728,male,1.5,30N,07E,17,1997-11-19,Neg
F-2677,male,1.5,30N,06E,22,1997-11-24,Neg
F-2724,female,6.5,30N,06E,10,1997-11-25,Neg
F-2689,male,1.5,29N,07E,28,1997-11-15,Neg
F-2720,male,0.5,29N,06E,35,1997-11-26,Neg
F-2718,male,3.5,29N,04E,14,1997-11-26,Neg
F-2736,male,1.5,30N,04E,19,1997-11-15,Neg
F-2631,male,3.5,28N,04E,11,1997-11-17,Neg
F-2681,male,1.5,28N,04E,16,1997-11-17,Neg
F-2646,male,2.5,30N,06E,9,1997-11-16,Neg
F-2645,male,1.5,30N,06E,9,1997-11-16,Neg
F-2644,male,1.5,27N,07E,10,1997-11-29,Neg
F-2638,female,2.5,29N,04E,11,1997-10-22,Neg
F-2636,male,2.5,27N,06E,24,1997-11-15,Neg
F-2648,female,3.5,29N,04E,7,1997-11-15,Neg
F-2634,male,2.5,30N,06E,9,1997-11-22,Neg
F-2649,female,4.5,29N,04E,7,1997-11-15,Neg
F-2630,male,1.5,28N,08E,30,1997-11-16,Neg
F-2628,female,3.5,29N,04E,7,1997-11-15,Neg
F-2627,female,3.5,29N,04E,7,1997-11-15,Neg
F-2625,male,1.5,28N,06E,4,1997-11-15,Neg
F-2621,female,8.5,29N,04E,7,1997-11-15,Neg
F-2616,male,1.5,28N,06E,8,1997-11-15,Neg
F-2613,male,3.5,29N,06E,20,1997-11-15,Neg
F-2635,female,3.5,29N,04E,7,1997-11-15,Neg
F-2664,female,1.5,29N,04E,7,1997-11-15,Neg
F-2687,male,1.5,29N,05E,18,1997-11-22,Neg
F-2683,male,2.5,29N,04E,7,1997-11-15,Neg
F-2678,male,1.5,30N,06E,9,1997-11-17,Neg
F-2759,male,1.5,28N,08E,30,1997-11-22,Neg
F-2676,male,2.5,30N,04E,23,1997-11-24,Neg
F-2675,male,1.5,30N,06E,25,1997-11-23,Neg
F-2647,female,1.5,29N,04E,7,1997-11-15,Neg
F-2670,female,3.5,30N,07E,18,1997-11-16,Neg
F-2688,male,2.5,31N,05E,26,1997-11-16,Neg
F-2663,male,1.5,30N,07E,32,1997-11-22,Neg
F-2659,male,0.5,29N,04E,25,1997-11-16,Neg
F-2658,female,3.5,29N,04E,14,1997-11-15,Neg
F-2657,male,2.5,27N,07E,20,1997-11-15,Neg
F-2656,male,2.5,29N,04E,27,1997-11-17,Neg
F-2654,female,3.5,27N,06E,1,1997-11-23,Neg
F-2650,male,1.5,28N,04E,2,1997-11-15,Neg
F-2672,female,3.5,28N,07E,20,1997-11-22,Neg
F-2856,female,2.5,29N,05E,25,1997-11-17,Neg
F-2753,male,1.5,29N,06E,8,1997-11-17,Neg
F-2874,male,2.5,28N,06E,27,1997-11-14,Neg
F-2873,female,1.5,28N,05E,8,1997-11-14,Neg
F-2872,female,4.5,30N,07E,6,1997-11-14,Neg
F-2870,female,4.5,28N,06E,9,1997-11-30,Neg
F-2866,female,3.5,29N,04E,8,1997-11-30,Neg
F-2876,female,6.5,30N,06E,13,1997-11-28,Neg
F-2859,male,4.5,29N,05E,24,1997-11-26,Neg
F-2877,female,4.5,29N,04E,7,1997-11-15,Neg
F-2855,male,2.5,28N,05E,2,1997-11-17,Neg
F-2853,female,7.5,28N,05E,33,1997-11-29,Neg
F-2852,male,2.5,29N,06E,22,1997-11-16,Neg
F-2851,female,3.5,28N,05E,33,1997-11-16,Neg
F-2848,male,2.5,28N,05E,12,1997-11-25,Neg
F-2847,male,2.5,28N,05E,33,1997-11-17,Neg
F-2846,female,2.5,28N,03E,36,1997-11-17,Neg
F-2863,female,1.5,28N,03E,14,1997-11-28,Neg
F-2893,male,3.5,30N,05E,14,1997-11-20,Neg
F-2906,female,3.5,28N,06E,3,1997-11-19,Neg
F-2905,female,10.5,27N,05E,16,1997-11-27,Neg
F-2904,female,6.5,28N,05E,15,1997-11-27,Neg
F-2902,male,3.5,27N,05E,15,1997-11-15,Neg
F-2897,male,1.5,28N,05E,28,1997-11-25,Neg
F-2896,female,3.5,29N,04E,14,1997-11-25,Neg
F-2875,female,2.5,29N,05E,31,1997-11-25,Neg
F-2894,male,0.5,29N,04E,14,1997-11-20,Neg
F-2835,female,2.5,28N,03E,14,1997-11-28,Neg
F-2891,male,2.5,29N,05E,23,1997-11-24,Neg
F-2887,female,6.5,28N,06E,8,1997-11-26,Neg
F-2885,male,3.5,31N,06E,32,1997-11-18,Neg
F-2882,male,1.5,28N,05E,9,1997-11-15,Neg
F-2881,male,1.5,29N,05E,33,1997-11-25,Neg
F-2880,male,3.5,28N,04E,17,1997-11-25,Neg
F-2879,male,2.5,26N,06E,9,1997-11-25,Neg
F-2895,female,4.5,28N,04E,17,1997-11-21,Neg
F-2769,male,2.5,29N,05E,23,1997-11-15,Neg
F-2787,male,1.5,27N,06E,13,1997-11-25,Neg
F-2784,female,3.5,27N,05E,15,1997-11-25,Neg
F-2781,female,1.5,30N,07E,18,1997-11-25,Neg
F-2780,male,1.5,29N,04E,7,1997-11-15,Neg
F-2779,male,1.5,29N,04E,11,1997-11-22,Neg
F-2773,male,3.5,30N,03E,13,1997-11-17,Neg
F-2841,male,3.5,29N,05E,25,1997-11-24,Neg
F-2770,male,2.5,30N,05E,12,1997-11-28,Neg
F-2791,female,3.5,31N,05E,31,1997-11-15,Neg
F-2768,male,1.5,28N,04E,11,1997-11-22,Neg
F-2767,male,0.5,30N,06E,36,1997-11-23,Neg
F-2763,male,1.5,28N,06E,23,1997-11-15,Neg
F-2761,male,1.5,30N,06E,26,1997-11-28,Neg
F-2585,male,2.5,27N,07E,30,1997-11-24,Neg
F-2754,male,2.5,28N,07E,20,1997-11-23,Neg
F-2611,male,1.5,27N,06E,24,1997-11-15,Neg
F-2772,male,3.5,30N,07E,18,1997-11-17,Neg
F-2800,female,4.5,30N,05E,32,1997-11-27,Neg
F-2752,male,1.5,28N,05E,9,1997-11-15,Neg
F-2832,male,1.5,31N,06E,24,1997-11-15,Neg
F-2826,female,3.5,29N,06E,19,1997-11-15,Neg
F-2825,female,3.5,29N,05E,25,1997-11-15,Neg
F-2821,male,3.5,31N,05E,31,1997-11-16,Neg
F-2816,female,3.5,28N,07E,19,1997-11-28,Neg
F-2811,male,1.5,29N,06E,8,1997-11-18,Neg
F-2788,male,2.5,29N,04E,23,1997-11-18,Neg
F-2807,male,3.5,30N,05E,18,1997-11-25,Neg
F-2790,female,4.5,29N,05E,8,1997-11-21,Neg
F-2799,male,1.5,28N,06E,8,1997-11-15,Neg
F-2796,male,1.5,30N,06E,22,1997-11-20,Neg
F-2795,male,2.5,29N,04E,23,1997-11-20,Neg
F-2794,female,5.5,29N,04E,7,1997-11-15,Neg
F-2793,female,3.5,29N,04E,7,1997-11-15,Neg
F-2792,male,1.5,30N,06E,8,1997-11-22,Neg
F-2839,male,1.5,31N,07E,31,1997-11-24,Neg
F-2810,male,2.5,28N,06E,4,1997-11-29,Neg
F-2328,male,2.5,28N,04E,14,1997-11-23,Neg
F-2395,female,2.5,30N,05E,13,1997-11-21,Neg
F-2344,male,2.5,29N,05E,15,1997-11-17,Neg
F-2343,male,1.5,30N,05E,3,1997-11-15,Neg
F-2341,male,1.5,28N,07E,1,1997-11-22,Neg
F-2338,male,3.5,29N,05E,3,1997-11-15,Neg
