Lab_No,Sex,Age,Town,Range,Section,Tag_Date,TB+
249054,male,1.5,27N,06E,26,2008-12-16,Neg
249059,female,3.5,27N,07E,32,2008-11-30,Neg
249100,female,5.5,29N,06E,32,2003-12-02,Neg
249632,male,1.5,27N,07E,7,2003-11-23,Neg
249021,male,1.5,27N,07E,22,2006-10-31,Neg
256072,male,1.5,30N,06E,2,2005-11-17,Neg
255864,male,1.5,28N,05E,29,2005-11-18,Neg
256053,male,2.5,30N,07E,8,2005-11-16,Neg
256056,male,1.5,30N,04E,11,2005-11-18,Neg
256057,male,1.5,30N,07E,18,2005-11-17,Neg
256062,male,2.5,29N,05E,5,2005-11-17,Neg
256064,male,2.5,28N,07E,5,2005-11-17,Neg
256066,male,3.5,30N,05E,23,2005-11-17,Neg
256067,male,2.5,30N,05E,27,2005-11-17,Neg
256050,male,2.5,28N,06E,11,2005-11-16,Neg
256069,male,2.5,30N,05E,27,2005-11-17,Neg
256049,male,1.5,29N,06E,33,2005-11-26,Neg
256073,male,3.5,28N,06E,4,2005-11-17,Neg
256091,male,1.5,30N,04E,29,2005-11-15,Neg
256101,male,1.5,31N,06E,24,2005-11-15,Neg
256104,male,2.5,30N,06E,12,2005-11-15,Neg
256105,male,1.5,30N,06E,6,2005-11-15,Neg
256106,male,2.5,30N,05E,20,2005-11-16,Neg
256109,female,5.5,30N,06E,4,2005-11-16,Neg
256110,female,2.5,30N,05E,8,2005-11-16,Neg
256111,female,2.5,30N,05E,8,2005-11-16,Neg
256068,male,2.5,30N,05E,27,2005-11-17,Neg
256004,female,3.5,30N,05E,24,2005-11-28,Neg
253571,male,1.5,30N,05E,16,2006-12-12,Neg
255868,male,2.5,30N,05E,23,2005-11-18,Neg
255869,male,1.5,28N,07E,6,2005-11-18,Neg
255875,male,1.5,29N,07E,6,2006-11-18,Neg
255885,male,1.5,29N,03E,12,2005-11-19,Neg
255886,male,2.5,29N,03E,13,2005-11-19,Neg
255887,male,2.5,29N,03E,13,2005-11-19,Neg
255920,female,2.5,29N,04E,27,2006-11-18,Neg
256051,male,2.5,28N,06E,11,2005-11-16,Neg
256000,female,2.5,30N,07E,33,2005-11-28,Neg
256122,male,1.5,31N,06E,21,2005-11-16,Neg
256010,male,1.5,30N,06E,5,2005-11-26,Neg
256016,female,4.5,30N,06E,3,2005-11-26,Neg
256017,female,6.5,30N,07E,8,2005-11-26,Neg
256021,male,1.5,30N,05E,7,2005-11-28,Neg
256024,male,2.5,30N,06E,14,2005-11-27,Neg
256029,female,6.5,31N,05E,35,2005-11-26,Neg
256035,male,2.5,30N,06E,22,2005-11-26,Neg
256042,male,1.5,29N,06E,29,2005-11-26,Neg
256043,male,1.5,29N,06E,33,2005-11-26,Neg
256,male,2.5,29N,06E,4,1998-11-24,Neg
256222,male,1.5,29N,07E,28,2005-11-23,Neg
256203,male,2.5,28N,06E,17,2005-11-22,Neg
256204,female,1.5,28N,06E,17,2005-11-22,Neg
256205,male,1.5,28N,06E,17,2005-11-22,Neg
256206,female,7.5,29N,06E,20,2005-11-22,Neg
256209,male,1.5,28N,07E,2,2005-11-23,Neg
256210,male,2.5,30N,04E,2,2005-11-23,Neg
256213,male,1.5,30N,06E,9,2005-11-23,Neg
256214,male,3.5,29N,05E,29,2005-11-23,Neg
256114,male,1.5,29N,05E,1,2005-11-16,Neg
256218,male,2.5,30N,05E,31,2005-11-23,Neg
256194,male,1.5,31N,06E,36,2005-11-26,Neg
256223,male,1.5,29N,07E,28,2005-11-23,Neg
256224,female,2.5,29N,07E,28,2005-11-23,Neg
256225,female,3.5,29N,04E,11,2005-11-21,Neg
256231,male,1.5,30N,05E,23,2005-11-21,Neg
256234,female,3.5,30N,04E,25,2005-11-22,Neg
256240,female,2.5,30N,07E,20,2005-11-22,Neg
256241,female,0.5,28N,07E,30,2005-11-22,Neg
256243,male,2.5,30N,05E,6,2005-11-22,Neg
256244,male,1.5,30N,06E,7,2005-11-22,Neg
256217,male,1.5,28N,07E,32,2005-11-23,Neg
256173,male,2.5,30N,06E,22,2005-11-19,Neg
255860,male,1.5,30N,06E,35,2005-11-18,Neg
256123,male,1.5,31N,06E,20,2005-11-16,Neg
256124,male,2.5,29N,05E,34,2005-11-16,Neg
256151,female,2.5,30N,06E,13,2005-11-18,Neg
256155,male,1.5,30N,06E,30,2005-11-18,Neg
256156,female,5.5,30N,06E,30,2005-11-18,Neg
256158,male,2.5,29N,07E,29,2005-11-18,Neg
256159,male,3.5,29N,06E,5,2005-11-18,Neg
256165,male,2.5,30N,05E,22,2005-11-18,Neg
256198,male,2.5,28N,07E,18,2005-11-26,Neg
256169,male,5.5,30N,05E,22,2005-11-19,Neg
256197,female,1.5,29N,04E,9,2005-11-26,Neg
256175,male,2.5,29N,06E,2,2005-11-22,Neg
256176,male,3.5,29N,06E,22,2005-11-23,Neg
256183,male,1.5,29N,06E,18,2005-11-23,Neg
256186,female,5.5,29N,07E,29,2005-11-23,Neg
256188,male,1.5,30N,05E,18,2005-11-23,Neg
256191,male,2.5,30N,05E,10,2005-11-26,Neg
256192,male,3.5,30N,05E,3,2005-11-26,Neg
256193,female,1.5,31N,06E,36,2005-11-26,Neg
256120,male,1.5,29N,06E,35,2005-11-16,Neg
256166,male,2.5,30N,05E,22,2005-11-19,Neg
255429,female,3.5,29N,04E,13,2006-11-18,Neg
255866,male,2.5,29N,07E,16,2005-11-18,Neg
255287,female,5.5,29N,04E,35,2006-11-18,Neg
255289,female,1.5,30N,05E,4,2006-11-18,Neg
255291,female,4.5,29N,04E,23,2006-11-18,Neg
255292,female,4.5,28N,04E,3,2006-11-20,Neg
255293,female,4.5,29N,04E,27,2006-11-18,Neg
255294,male,4.5,29N,04E,12,2006-11-18,Neg
255296,male,4.5,29N,05E,4,2006-11-18,Neg
255284,female,4.5,29N,05E,19,2006-11-16,Neg
255426,female,5.5,29N,04E,35,2006-11-18,Neg
255283,male,6.5,29N,05E,31,2006-11-16,Neg
255430,female,3.5,29N,05E,16,2006-11-18,Neg
255431,female,1.5,29N,05E,8,2006-11-18,Neg
255432,female,2.5,29N,05E,4,2006-11-18,Neg
255436,male,2.5,29N,05E,5,2006-11-18,Neg
255438,female,3.5,29N,04E,36,2006-11-18,Neg
255440,female,2.5,29N,04E,25,2006-11-18,Neg
255441,male,2.5,29N,04E,26,2006-11-18,Neg
255442,female,3.5,29N,04E,36,2006-11-18,Neg
255443,female,4.5,29N,04E,36,2006-11-19,Neg
255425,female,4.5,29N,04E,12,2006-11-16,Neg
255259,female,2.5,29N,03E,1,2006-10-02,Neg
255186,male,1.5,29N,03E,1,2005-11-27,Neg
255193,male,2.5,30N,04E,36,2005-11-28,Neg
255206,female,4.5,28N,04E,14,2005-12-14,Neg
255212,female,1.5,30N,04E,20,2005-12-18,Neg
255215,female,3.5,28N,05E,16,2005-12-21,Neg
255225,female,5.5,29N,04E,Q,2006-01-09,Neg
255226,female,4.5,29N,05E,1,2006-01-09,Neg
255253,male,1,29N,03E,1,2006-09-25,Neg
255286,female,4.5,28N,04E,23,2006-12-13,Neg
255258,female,2,31N,06E,32,2006-09-29,Neg
255448,female,1.5,29N,05E,20,2006-12-13,Neg
255266,male,2.5,29N,04E,29,2006-10-02,Neg
255267,female,1.5,30N,04E,29,2006-10-05,Neg
255271,female,6.5,30N,05E,8,2006-10-07,Neg
255275,male,3.5,29N,04E,26,2006-11-17,Neg
255277,male,3.5,29N,04E,12,2006-11-17,Neg
255279,female,8.5,29N,05E,21,2006-11-17,Neg
255280,male,2.5,29N,04E,23,2006-11-18,Neg
255281,male,3.5,29N,04E,23,2006-11-18,Neg
255282,male,2.5,29N,04E,34,2006-11-18,Neg
255257,female,4,30N,05E,1,2006-09-27,Neg
255820,male,0.5,28N,08E,30,2005-11-18,Neg
255774,male,2.5,30N,05E,22,2005-11-17,Neg
255803,male,1.5,30N,06E,26,2005-11-18,Neg
255804,male,2.5,29N,06E,10,2005-11-18,Neg
255806,male,1.5,28N,04E,11,2005-11-18,Neg
255808,male,2.5,30N,06E,28,2005-11-18,Neg
255812,male,2.5,27N,07E,22,2005-11-18,Neg
255813,female,2.5,27N,07E,22,2005-11-18,Neg
255817,male,3.5,29N,06E,36,2005-11-18,Neg
255446,female,1.5,29N,04E,21,2006-12-13,Neg
255819,male,2.5,30N,05E,22,2005-11-18,Neg
255765,male,1.5,30N,07E,5,2005-11-17,Neg
255829,male,2.5,31N,05E,33,2005-11-17,Neg
255836,female,3.5,31N,07E,31,2005-11-17,Neg
255838,male,2.5,30N,07E,32,2005-11-17,Neg
255839,male,2.5,28N,05E,28,2005-11-17,Neg
255840,male,3.5,31N,06E,23,2005-11-17,Neg
255841,female,1.5,31N,05E,26,2005-11-17,Neg
255845,male,2.5,30N,06E,11,2005-11-17,Neg
255848,male,2.5,29N,04E,16,2005-11-17,Neg
255852,male,1.5,30N,06E,5,2005-11-18,Neg
255818,male,1.5,29N,06E,36,2005-11-18,Neg
255677,male,2.5,29N,04E,33,2006-11-18,Neg
256249,male,1.5,31N,06E,21,2005-11-22,Neg
255449,female,2.5,29N,05E,18,2006-12-13,Neg
255453,male,2.5,30N,04E,29,2006-11-16,Neg
255456,female,3.5,29N,03E,24,2006-11-16,Neg
255473,male,1.5,30N,04E,29,2006-11-16,Neg
255475,male,1.5,30N,04E,29,2006-11-16,Neg
255476,male,1.5,30N,04E,29,2006-11-16,Neg
255482,male,1.5,30N,04E,8,2006-11-16,Neg
255523,female,1.5,30N,04E,25,2006-11-19,Neg
255771,male,2.5,27N,07E,20,2005-11-17,Neg
255642,male,1.5,29N,04E,6,2006-11-18,Neg
255769,male,2.5,29N,07E,16,2005-11-17,Neg
255699,female,1.5,30N,06E,30,2009-12-12,Neg
255750,female,3.5,30N,05E,7,2005-11-17,Neg
255752,female,4.5,30N,05E,12,2005-11-17,Neg
255753,male,1.5,31N,06E,23,2005-11-17,Neg
255754,male,2.5,30N,06E,18,2005-11-17,Neg
255757,male,1.5,30N,06E,17,2005-11-17,Neg
255762,male,1.5,30N,07E,32,2005-11-17,Neg
255764,male,2.5,30N,07E,32,2005-11-17,Neg
255447,female,2.5,29N,05E,21,2006-12-13,Neg
255625,female,7.5,30N,04E,8,2006-11-18,Neg
256668,female,2.5,29N,04E,36,2006-11-16,Neg
256246,male,2.5,28N,07E,32,2005-11-22,Neg
256653,female,3.5,29N,04E,21,Q,Neg
256655,male,1.5,29N,05E,29,2006-11-16,Neg
256656,female,3.5,29N,05E,29,2006-11-16,Neg
256661,female,1.5,29N,04E,25,2006-11-16,Neg
256662,female,4.5,29N,05E,16,2006-12-13,Neg
256663,female,2.5,29N,05E,16,2006-11-16,Neg
256664,female,1.5,29N,05E,20,2006-12-13,Neg
256649,female,1.5,29N,05E,19,2006-11-16,Neg
256667,male,2.5,29N,05E,16,2006-11-16,Neg
256647,female,4.5,29N,05E,5,2006-11-16,Neg
256670,male,2.5,29N,04E,12,2006-12-13,Neg
256673,female,1.5,29N,04E,23,2006-12-13,Neg
256700,female,5.5,29N,05E,6,2004-11-23,Neg
256703,female,3.5,29N,05E,29,2004-12-02,Neg
256705,male,3.5,30N,05E,17,2004-12-07,Neg
256764,female,3.5,28N,04E,12,2004-11-21,Neg
256772,female,1.5,30N,03E,36,2004-11-21,Neg
256835,male,1.5,30N,04E,32,2004-11-19,Neg
256836,male,1.5,30N,04E,32,2004-11-19,Neg
256665,female,1.5,29N,05E,20,2006-11-14,Neg
256631,female,3.5,29N,04E,14,2006-11-15,Neg
256610,male,1.5,30N,04E,20,2006-11-17,Neg
256611,male,2.5,30N,04E,20,2006-11-17,Neg
256614,male,1.5,30N,04E,10,2006-11-17,Neg
256615,male,1.5,30N,04E,10,2006-11-17,Neg
256617,male,1.5,29N,04E,6,2006-11-15,Neg
256618,male,1.5,30N,06E,17,2006-11-17,Neg
256620,male,1.5,30N,06E,17,2006-11-17,Neg
256627,female,2.5,30N,05E,8,2006-11-13,Neg
256652,female,5.5,29N,05E,19,2006-12-13,Neg
256629,female,4.5,29N,04E,13,2006-11-15,Neg
256865,male,3.5,29N,04E,20,2004-11-22,Neg
256634,male,0.5,30N,05E,5,2006-12-13,Neg
256635,female,6.5,29N,05E,5,2006-11-15,Neg
256636,female,1.5,29N,05E,5,Q,Neg
256637,female,5.5,29N,05E,18,2006-11-15,Neg
256638,female,4.5,29N,05E,18,Q,Neg
256640,female,1.5,29N,05E,4,2006-11-15,Neg
256643,female,1.5,29N,04E,12,2006-11-16,Neg
256644,male,3.5,29N,04E,35,2006-11-16,Neg
256645,female,3.5,29N,05E,21,2006-11-16,Neg
256628,male,1.5,29N,04E,26,2006-12-13,Neg
257000,male,2.5,27N,06E,6,2004-11-15,Neg
257598,male,2.5,27N,07E,10,2010-11-21,Neg
257642,female,1.5,29N,04E,24,2005-11-19,Neg
257657,male,2.5,29N,07E,33,2008-11-17,Neg
257658,male,4.5,27N,07E,11,2008-11-18,Neg
256952,female,5.5,30N,06E,10,2005-01-03,Neg
256953,female,7.5,29N,03E,12,2005-01-05,Neg
256961,male,1.5,29N,04E,9,2005-11-18,Neg
256962,male,2.5,29N,04E,9,2005-11-18,Neg
256839,male,5.5,30N,04E,9,2004-11-19,Neg
256999,male,1.5,30N,04E,20,2004-11-19,Neg
257581,female,2.5,27N,07E,12,2010-11-20,Neg
257001,female,1.5,29N,04E,8,2004-11-15,Neg
257002,female,2.5,29N,04E,8,2004-11-16,Neg
257005,female,4.5,27N,04E,21,2004-11-16,Neg
257007,male,2.5,26N,06E,12,2004-11-16,Neg
257008,female,4.5,28N,06E,21,2004-11-16,Neg
257009,male,2.5,28N,06E,31,2004-11-16,Neg
257010,male,2.5,28N,06E,31,2004-11-16,Neg
257011,male,1.5,28N,05E,3,2004-11-16,Neg
242859,female,9.5,26N,06E,5,2004-11-20,Neg
256963,male,3.5,29N,04E,9,2005-11-18,Neg
256917,female,1.5,30N,03E,25,2004-11-30,Neg
256587,male,1.5,30N,04E,9,2005-12-01,Neg
256880,female,3.5,28N,04E,20,2004-12-03,Neg
256886,male,3.5,29N,04E,12,2004-12-02,Neg
256905,male,2.5,30N,03E,13,2004-11-29,Neg
256906,male,2.5,30N,03E,13,2004-11-29,Neg
256907,male,3.5,30N,03E,13,2004-11-29,Neg
256910,male,2.5,29N,04E,17,2004-11-29,Neg
256913,male,2.5,29N,04E,23,2004-11-29,Neg
256914,male,3.5,28N,04E,10,2004-11-29,Neg
257597,male,2.5,27N,07E,11,2010-11-21,Neg
256916,female,6.5,30N,03E,25,2004-11-30,Neg
257596,female,2.5,27N,07E,10,2010-11-21,Neg
256920,female,4.5,30N,04E,12,2004-12-01,Neg
256926,male,1.5,29N,04E,26,2004-11-27,Neg
256931,female,3.5,30N,05E,6,2004-11-27,Neg
256933,male,1.5,30N,04E,12,2004-11-28,Neg
257575,male,3.5,28N,04E,34,2011-11-29,Neg
257579,female,4.5,27N,07E,35,2010-11-20,Neg
25758,female,1.5,29N,04E,32,1999-11-24,Neg
257580,male,1.5,27N,07E,35,2010-11-20,Neg
256847,male,3.5,30N,06E,15,2004-11-19,Neg
256915,Q,2.5,28N,04E,10,2004-11-29,Neg
256320,male,2.5,30N,06E,34,2005-11-20,Neg
256297,male,2.5,29N,06E,6,2005-11-22,Neg
256300,male,3.5,29N,05E,21,2005-11-20,Neg
256305,male,2.5,30N,05E,9,2005-11-20,Neg
256306,female,8.5,31N,07E,30,2005-11-20,Neg
256307,male,2.5,27N,07E,28,2005-11-20,Neg
256308,male,1.5,27N,07E,28,2005-11-20,Neg
256309,female,2.5,31N,07E,30,2005-11-20,Neg
256316,male,1.5,28N,07E,4,2005-11-20,Neg
256340,female,3.5,29N,06E,12,2005-11-20,Neg
256319,male,1.5,29N,06E,18,2005-11-20,Neg
256288,male,1.5,29N,05E,12,2005-11-22,Neg
256321,male,1.5,31N,06E,35,2005-11-21,Neg
256324,male,4.5,30N,06E,27,2005-11-21,Neg
256326,female,6.5,30N,04E,26,2005-11-20,Neg
256327,male,2.5,29N,06E,33,2005-11-20,Neg
256328,male,1.5,30N,04E,27,2005-11-20,Neg
256329,male,1.5,30N,05E,22,2005-11-20,Neg
256331,male,1.5,29N,06E,5,2005-11-20,Neg
256333,male,1.5,31N,06E,26,2005-11-20,Neg
256607,female,1.5,30N,04E,18,2006-11-17,Neg
256317,male,2.5,29N,07E,20,2005-11-20,Neg
256265,male,2.5,28N,06E,5,2005-11-21,Neg
255178,female,2.5,29N,04E,3,2005-11-27,Neg
256250,male,2.5,28N,06E,11,2005-11-20,Neg
256251,male,2.5,28N,07E,33,2005-11-20,Neg
256252,male,1.5,28N,07E,33,2005-11-20,Neg
256253,male,3.5,28N,07E,33,2005-11-20,Neg
256254,male,2.5,28N,04E,20,2005-11-21,Neg
256255,male,2.5,28N,04E,19,2005-11-21,Neg
256256,male,2.5,29N,07E,9,2005-11-21,Neg
256257,male,2.5,29N,04E,16,2005-11-21,Neg
256292,male,2.5,28N,05E,7,2005-11-22,Neg
256264,male,2.5,29N,05E,12,2005-11-21,Neg
256291,male,1.5,30N,06E,35,2005-11-22,Neg
256269,male,3.5,28N,05E,36,2005-11-21,Neg
256270,male,3.5,30N,06E,5,2005-11-21,Neg
256271,male,2.5,28N,07E,4,2005-11-21,Neg
256272,male,1.5,31N,06E,35,2005-11-21,Neg
256273,male,1.5,31N,06E,35,2005-11-21,Neg
256276,female,3.5,30N,05E,16,2005-11-21,Neg
256277,female,4.5,30N,05E,3,2005-11-21,Neg
256280,female,8.5,30N,06E,25,2005-11-21,Neg
256341,female,2.5,29N,06E,12,2005-11-20,Neg
256258,male,2.5,27N,07E,7,2005-11-21,Neg
256530,male,1.5,29N,04E,4,2004-12-15,Neg
256426,male,1.5,30N,06E,35,2010-01-15,Neg
256427,male,2.5,30N,06E,22,2006-11-20,Neg
256432,male,2.5,31N,05E,31,2006-11-19,Neg
256453,male,2.5,30N,07E,20,Q,Neg
256458,male,2.5,30N,06E,30,2009-11-24,Neg
256475,male,3.5,31N,05E,28,2008-12-04,Neg
256480,male,4.5,30N,06E,15,2008-12-04,Neg
256510,male,1.5,28N,05E,7,2004-11-24,Neg
256339,female,1.5,29N,06E,12,2005-11-20,Neg
256529,male,1.5,27N,07E,26,2004-12-15,Neg
256410,male,2.5,29N,05E,14,2005-11-19,Neg
256532,female,4.5,30N,03E,25,2004-12-17,Neg
256533,female,1.5,30N,03E,25,2004-12-17,Neg
256539,male,1.5,28N,04E,13,2004-12-21,Neg
256540,female,7.5,30N,03E,36,2004-12-22,Neg
256564,female,6.5,30N,05E,9,2005-01-07,Neg
256567,female,3.5,29N,04E,29,2005-01-10,Neg
256580,male,1.5,30N,04E,8,2005-11-30,Neg
256582,female,2.5,29N,04E,22,2005-11-30,Neg
256247,male,1.5,31N,05E,35,2005-11-22,Neg
256528,female,6.5,28N,04E,15,2004-12-16,Neg
256365,male,1.5,28N,07E,14,2005-11-19,Neg
256343,male,2.5,29N,06E,12,2005-11-20,Neg
256344,male,1.5,29N,06E,12,2005-11-20,Neg
256345,male,2.5,29N,06E,9,2005-11-20,Neg
256346,male,1.5,30N,06E,12,2005-11-20,Neg
256354,male,1.5,30N,05E,35,2005-11-19,Neg
256356,male,2.5,30N,04E,11,2005-11-19,Neg
256357,male,2.5,30N,06E,36,2005-11-19,Neg
256359,male,4.5,30N,06E,36,2005-11-19,Neg
256360,female,2.5,31N,06E,25,2005-11-19,Neg
256422,male,1.5,30N,05E,1,2005-11-21,Neg
256363,male,1.5,30N,06E,6,2005-11-19,Neg
256421,female,8.5,31N,05E,35,2005-11-19,Neg
256373,male,3.5,30N,07E,20,2005-11-19,Neg
256382,male,2.5,28N,07E,21,2005-11-19,Neg
256384,male,2.5,30N,06E,30,2005-11-19,Neg
256390,male,2.5,30N,07E,20,2005-11-19,Neg
256397,male,3.5,29N,04E,16,2005-11-20,Neg
256398,male,2.5,29N,04E,16,2005-11-20,Neg
256407,male,2.5,30N,06E,34,2005-11-19,Neg
256408,male,2.5,30N,06E,34,2005-11-19,Neg
256600,male,1.5,30N,04E,9,2008-11-15,Neg
256362,male,1.5,28N,06E,3,2005-11-19,Neg
253965,female,2.5,29N,06E,6,2004-11-18,Neg
254212,female,2.5,29N,04E,33,2007-11-21,Neg
253934,male,1.5,30N,05E,23,2004-11-18,Neg
253939,male,1.5,30N,05E,35,2004-11-19,Neg
253940,male,1.5,29N,06E,4,2004-11-19,Neg
253942,female,3.5,29N,04E,9,2004-11-19,Neg
253943,male,4.5,30N,06E,34,2004-11-19,Neg
253951,female,1.5,30N,05E,35,2004-11-18,Neg
253954,male,2.5,30N,05E,28,2004-11-18,Neg
253930,male,1.5,29N,05E,14,2004-11-18,Neg
253964,female,4.5,31N,05E,35,2004-11-18,Neg
253927,male,1.5,31N,05E,28,2004-11-18,Neg
253969,male,3.5,28N,06E,11,2004-11-19,Neg
253973,male,3.5,30N,05E,31,2004-11-19,Neg
253978,female,2.5,28N,07E,17,2004-11-22,Neg
253979,male/hermaphrodite,1.5,28N,07E,17,2004-11-22,Neg
253980,female,1.5,28N,07E,7,2004-11-22,Neg
253985,male,2.5,30N,07E,8,2004-11-22,Neg
253986,female,1.5,29N,04E,9,2004-11-22,Neg
253992,male,2.5,29N,07E,33,2004-11-22,Neg
253993,male,1.5,29N,07E,33,2004-11-22,Neg
253957,female,3.5,27N,07E,17,2004-11-18,Neg
253902,male,2.5,30N,05E,9,2004-11-19,Neg
253868,male,1.5,29N,06E,2,2004-11-18,Neg
253872,male,3.5,29N,04E,15,2004-11-18,Neg
253874,male,1.5,31N,05E,31,2004-11-18,Neg
253875,female,3.5,31N,05E,31,2004-11-18,Neg
253876,male,3.5,30N,05E,22,2004-11-18,Neg
253880,male,1.5,30N,04E,10,2004-11-18,Neg
253894,male,1.5,31N,07E,30,2004-11-19,Neg
253895,male,2.5,29N,04E,16,2004-11-19,Neg
253931,male,1.5,28N,07E,14,2004-11-18,Neg
253898,male,2.5,27N,07E,17,2004-11-19,Neg
253998,male,5.5,30N,04E,17,2004-11-22,Neg
253904,male,3.5,30N,06E,34,2004-11-19,Neg
253905,male,2.5,30N,06E,34,2004-11-19,Neg
253908,male,2.5,30N,04E,17,2004-11-19,Neg
253915,male,2.5,29N,05E,19,2004-11-19,Neg
253918,female,4.5,29N,06E,14,2004-11-19,Neg
253920,male,1.5,30N,06E,1,2004-11-19,Neg
253921,male,1.5,29N,06E,15,2004-11-19,Neg
253924,male,1.5,30N,06E,15,2004-11-20,Neg
253925,male,3.5,31N,06E,34,2004-11-17,Neg
253897,male,1.5,31N,06E,25,2004-11-19,Neg
254165,male,2.5,30N,04E,21,2007-12-07,Neg
254095,female,8.5,29N,04E,10,2007-11-21,Neg
254112,female,9.5,26N,06E,10,2007-01-09,Neg
254113,female,3.5,26N,07E,3,2007-01-09,Neg
254114,female,1.5,26N,07E,3,2007-01-09,Neg
254116,male,1.5,28N,05E,20,2007-10-08,Neg
254129,female,2.5,27N,07E,12,2004-10-02,Neg
254132,female,2.5,27N,07E,24,2004-10-03,Neg
254135,male,2.5,27N,07E,9,2004-10-04,Neg
253994,male,2.5,30N,06E,2,2004-11-22,Neg
254164,female,1.5,28N,05E,32,2007-11-20,Neg
254092,female,3.5,29N,04E,10,2007-11-21,Neg
254169,male,2.5,27N,05E,26,2007-12-08,Neg
254182,male,3.5,28N,05E,2,2007-11-29,Neg
254190,male,2.5,29N,05E,34,2007-11-30,Neg
254193,female,1.5,28N,05E,31,2007-11-27,Neg
254195,male,2.5,27N,06E,6,2007-12-01,Neg
254196,female,9.5,29N,04E,16,2007-12-01,Neg
2542,male,3.5,28N,06E,5,1999-10-14,Neg
254206,male,1.5,28N,03E,25,2007-11-24,Neg
255185,male,1.5,29N,03E,1,2005-11-27,Neg
254144,female,4.5,27N,07E,28,2004-10-10,Neg
254057,female,1.5,28N,04E,32,2007-12-17,Neg
253857,male,1.5,29N,06E,4,2004-11-18,Neg
253999,male,1.5,30N,06E,34,2004-11-22,Neg
254000,female,3.5,26N,07E,10,2004-10-17,Neg
254001,female,1.5,26N,07E,10,2004-10-17,Neg
254004,female,5.5,27N,07E,36,2004-10-17,Neg
254008,male,3.5,28N,08E,19,2004-10-18,Neg
254051,female,6.5,28N,04E,14,2007-12-17,Neg
254052,female,1.5,28N,04E,33,2007-12-17,Neg
254054,female,2.5,28N,04E,33,2007-12-17,Neg
254094,female,6.5,30N,05E,10,2007-11-21,Neg
254056,female,11.5,28N,04E,33,2007-12-17,Neg
254093,male,2.5,29N,04E,9,2007-11-21,Neg
254059,male,3.5,28N,05E,13,2007-12-17,Neg
254060,female,5.5,28N,05E,13,2007-12-17,Neg
254061,female,2.5,29N,04E,16,2007-12-18,Neg
254065,female,2.5,28N,04E,25,2007-12-19,Neg
254066,female,2.5,29N,04E,16,2007-12-18,Neg
254086,female,3.5,28N,04E,33,2007-12-17,Neg
254087,female,1.5,28N,04E,33,2007-12-17,Neg
254088,female,6.5,27N,05E,4,2007-12-17,Neg
253997,male,3.5,29N,06E,4,2004-11-22,Neg
254055,female,8.5,28N,04E,33,2007-12-17,Neg
253711,male,1.5,28N,08E,19,2004-11-16,Neg
253674,male,2.5,30N,05E,22,2004-11-16,Neg
253677,female,1.5,30N,04E,11,2004-11-16,Neg
253680,male,3.5,30N,06E,21,2004-11-16,Neg
253681,male,1.5,30N,06E,21,2004-11-16,Neg
253684,female,3.5,28N,07E,1,2004-11-16,Neg
253687,male,5.5,31N,05E,27,2004-11-17,Neg
253688,male,1.5,31N,06E,33,2004-11-17,Neg
253695,male,1.5,30N,06E,12,2004-11-17,Neg
253740,male,2.5,30N,06E,33,2004-11-17,Neg
253701,male,2.5,29N,06E,16,2004-11-16,Neg
253659,male,2.5,30N,05E,8,2004-11-16,Neg
253712,male,1.5,28N,06E,1,2004-11-16,Neg
253713,male,1.5,30N,06E,13,2004-11-16,Neg
253722,male,2.5,29N,06E,18,2004-11-16,Neg
253724,male,1.5,27N,07E,30,2004-11-16,Neg
253726,male,1.5,30N,06E,8,2004-11-15,Neg
253729,male,1.5,30N,06E,7,2004-11-16,Neg
253730,male,3.5,29N,07E,31,2004-11-16,Neg
253731,male,1.5,30N,06E,17,2004-11-16,Neg
253861,male,4.5,30N,05E,34,2004-11-18,Neg
253696,male,1.5,30N,03E,13,2004-11-17,Neg
253640,female,2.5,30N,06E,16,2004-11-14,Neg
253604,male,2.5,30N,06E,18,2004-11-15,Neg
253605,male,1.5,29N,06E,2,2004-11-15,Neg
253607,male,3.5,27N,06E,11,2004-11-15,Neg
253608,male,4.5,27N,06E,11,2004-11-15,Neg
253611,female,4.5,29N,05E,1,2004-11-16,Neg
253612,male,1.5,31N,06E,28,2004-11-16,Neg
253617,male,3.5,30N,06E,33,2004-11-16,Neg
253618,male,1.5,29N,07E,29,2004-11-16,Neg
253620,male,1.5,31N,07E,31,2004-11-15,Neg
253673,male,1.5,30N,05E,1,2004-11-16,Neg
253636,male,1.5,31N,06E,27,2004-11-09,Neg
253667,male,1.5,30N,06E,13,2004-11-16,Neg
253641,male,2.5,29N,06E,5,2004-11-14,Neg
253642,male,1.5,29N,06E,7,2004-11-14,Neg
253644,female,2.5,31N,06E,26,2004-11-15,Neg
253650,male,1.5,29N,07E,29,2004-11-16,Neg
253654,male,1.5,30N,07E,19,2004-11-16,Neg
253655,male,1.5,30N,07E,19,2004-11-16,Neg
253657,male,1.5,29N,06E,23,2004-11-16,Neg
253658,male,1.5,30N,06E,22,2004-11-16,Neg
253747,male,1.5,30N,06E,19,2004-11-17,Neg
253623,female,3.5,29N,06E,26,2004-11-15,Neg
253823,male,1.5,30N,07E,8,2004-11-17,Neg
253805,male,5.5,29N,06E,18,2004-11-17,Neg
253808,male,2.5,29N,05E,34,2004-11-17,Neg
